purchase_id,purchase_date,product_id,supplier_id,quantity,unit_cost,total_cost,freight
A001504,2025-11-13,P005,S006,166,759,125994,3916
A001505,2025-11-15,P005,S002,325,773,251225,15763
A001506,2025-11-15,P015,S004,100,757,75700,3244
A001507,2025-11-15,P004,S004,130,9801,1274130,46793
A001508,2025-11-15,P020,S005,600,10917,6550200,349488
A001509,2025-11-15,P008,S006,100,498,49800,2533
A001510,2025-11-17,P013,S006,392,2647,1037624,41088
A001511,2025-11-17,P018,S003,100,1842,184200,10715
A001512,2025-11-17,P014,S001,100,890,89000,5792
A001513,2025-11-19,P018,S003,347,1949,676303,31375
A001514,2025-11-19,P006,S004,123,5671,697533,39711
A001515,2025-11-19,P002,S002,191,12412,2370692,94522
A001516,2025-11-19,P020,S007,100,10155,1015500,34693
A001517,2025-11-19,P010,S007,136,272,36992,2160
A001518,2025-11-19,P006,S001,248,5930,1470640,63388
A001519,2025-11-19,P006,S006,291,5552,1615632,61715
A001520,2025-11-21,P010,S004,245,283,69335,4769
A001521,2025-11-23,P003,S006,179,1994,356926,17405
A001522,2025-11-23,P013,S007,179,2708,484732,16794
A001523,2025-11-23,P002,S007,266,12115,3222590,123823
A001524,2025-11-25,P002,S007,175,11804,2065700,53475
A001525,2025-11-25,P001,S006,100,14019,1401900,77940
A001526,2025-11-25,P012,S003,334,1072,358048,18926
A001527,2025-11-25,P002,S004,100,11861,1186100,61871
A001528,2025-11-27,P013,S004,329,2600,855400,51582
A001529,2025-11-27,P014,S002,340,916,311440,22987
A001530,2025-11-27,P014,S003,100,854,85400,2700
A001531,2025-11-27,P013,S003,288,2473,712224,19131
A001532,2025-11-27,P006,S007,351,5563,1952613,60463
A001533,2025-11-27,P005,S002,198,762,150876,9789
A001534,2025-11-27,P001,S001,199,13759,2738041,193343
A001535,2025-11-29,P014,S006,290,841,243890,14247
A001536,2025-12-01,P006,S002,100,5383,538300,17618
A001537,2025-12-01,P007,S004,207,607,125649,6093
A001538,2025-12-03,P014,S007,189,866,163674,7647
A001539,2025-12-03,P020,S006,171,10529,1800459,125719
A001540,2025-12-03,P014,S001,100,860,86000,5411
A001541,2025-12-03,P003,S005,216,2103,454248,25284
A001542,2025-12-03,P020,S001,229,10857,2486253,107405
A001543,2025-12-03,P002,S002,295,11804,3482180,159572
A001544,2025-12-03,P006,S002,340,5107,1736380,72333
A001545,2025-12-05,P004,S005,218,9854,2148172,82237
A001546,2025-12-05,P019,S006,163,2458,400654,14932
A001547,2025-12-05,P007,S002,154,639,98406,2613
A001548,2025-12-05,P008,S002,100,488,48800,1849
A001549,2025-12-05,P009,S007,142,1380,195960,7578
A001550,2025-12-07,P011,S002,225,343,77175,2367
A001551,2025-12-07,P020,S001,141,10498,1480218,73028
A001552,2025-12-09,P019,S001,150,2427,364050,20215
A001553,2025-12-09,P001,S004,1394,14828,20670232,580908
A001554,2025-12-09,P001,S002,268,14907,3995076,132971
A001555,2025-12-09,P005,S003,462,747,345114,16841
A001556,2025-12-09,P014,S004,143,854,122122,5064
A001557,2025-12-11,P001,S002,495,14404,7129980,505605
A001558,2025-12-13,P010,S007,121,262,31702,1843
A001559,2025-12-13,P003,S004,154,2046,315084,13111
A001560,2025-12-13,P019,S003,361,2535,915135,51690
A001561,2025-12-13,P006,S004,273,5895,1609335,114360
A001562,2025-12-13,P010,S004,111,268,29748,1519
A001563,2025-12-13,P004,S002,155,8831,1368805,71152
A001564,2025-12-13,P009,S003,241,1366,329206,13771
A001565,2025-12-15,P002,S006,210,12402,2604420,82958
A001566,2025-12-17,P015,S001,141,730,102930,3135
A001567,2025-12-17,P006,S005,251,5458,1369958,102619
A001568,2025-12-19,P006,S004,307,5539,1700473,60401
A001569,2025-12-19,P008,S006,140,523,73220,4465
A001570,2025-12-19,P006,S005,100,5587,558700,17544
A001571,2025-12-19,P019,S006,123,2405,295815,8364
A001572,2025-12-19,P006,S007,136,5466,743376,51012
A001573,2025-12-19,P010,S004,371,260,96460,6389
A001574,2025-12-19,P009,S007,247,1471,363337,19466
A001575,2025-12-21,P003,S007,144,1997,287568,10705
A001576,2025-12-21,P006,S005,100,5871,587100,16924
A001577,2025-12-21,P005,S007,265,759,201135,10277
A001578,2025-12-21,P017,S003,137,1968,269616,9148
A001579,2025-12-23,P001,S001,197,14443,2845271,196024
A001580,2025-12-23,P002,S007,113,11523,1302099,81105
A001581,2025-12-23,P018,S002,100,2009,200900,6178
A001582,2025-12-23,P006,S007,182,5472,995904,63549
A001583,2025-12-25,P015,S002,100,842,84200,4805
A001584,2025-12-27,P015,S004,100,778,77800,5175
A001585,2025-12-29,P014,S004,327,895,292665,12609
A001586,2025-12-31,P008,S003,254,506,128524,5861
A001587,2025-12-31,P015,S002,302,813,245526,13090
A001588,2025-12-31,P011,S003,550,351,193050,11569
A001589,2025-12-31,P014,S001,361,852,307572,11980
A001590,2025-12-31,P006,S006,367,5483,2012261,108314
A001591,2025-12-31,P019,S002,204,2354,480216,32859
